Descriptores,1993|Enero,1993|Febrero,1993|Marzo,1993|Abril,1993|Mayo,1993|Junio,1993|Julio,1993|Agosto,1993|Septiembre,1993|Octubre,1993|Noviembre,1993|Diciembre,1993|Anual,1994|Enero,1994|Febrero,1994|Marzo,1994|Abril,1994|Mayo,1994|Junio,1994|Julio,1994|Agosto,1994|Septiembre,1994|Octubre,1994|Noviembre,1994|Diciembre,1994|Anual,1995|Enero,1995|Febrero,1995|Marzo,1995|Abril,1995|Mayo,1995|Junio,1995|Julio,1995|Agosto,1995|Septiembre,1995|Octubre,1995|Noviembre,1995|Diciembre,1995|Anual,1996|Enero,1996|Febrero,1996|Marzo,1996|Abril,1996|Mayo,1996|Junio,1996|Julio,1996|Agosto,1996|Septiembre,1996|Octubre,1996|Noviembre,1996|Diciembre,1996|Anual,1997|Enero,1997|Febrero,1997|Marzo,1997|Abril,1997|Mayo,1997|Junio,1997|Julio,1997|Agosto,1997|Septiembre,1997|Octubre,1997|Noviembre,1997|Diciembre,1997|Anual,1998|Enero,1998|Febrero,1998|Marzo,1998|Abril,1998|Mayo,1998|Junio,1998|Julio,1998|Agosto,1998|Septiembre,1998|Octubre,1998|Noviembre,1998|Diciembre,1998|Anual,1999|Enero,1999|Febrero,1999|Marzo,1999|Abril,1999|Mayo,1999|Junio,1999|Julio,1999|Agosto,1999|Septiembre,1999|Octubre,1999|Noviembre,1999|Diciembre,1999|Anual,2000|Enero,2000|Febrero,2000|Marzo,2000|Abril,2000|Mayo,2000|Junio,2000|Julio,2000|Agosto,2000|Septiembre,2000|Octubre,2000|Noviembre,2000|Diciembre,2000|Anual,2001|Enero,2001|Febrero,2001|Marzo,2001|Abril,2001|Mayo,2001|Junio,2001|Julio,2001|Agosto,2001|Septiembre,2001|Octubre,2001|Noviembre,2001|Diciembre,2001|Anual,2002|Enero,2002|Febrero,2002|Marzo,2002|Abril,2002|Mayo,2002|Junio,2002|Julio,2002|Agosto,2002|Septiembre,2002|Octubre,2002|Noviembre,2002|Diciembre,2002|Anual,2003|Enero,2003|Febrero,2003|Marzo,2003|Abril,2003|Mayo,2003|Junio,2003|Julio,2003|Agosto,2003|Septiembre,2003|Octubre,2003|Noviembre,2003|Diciembre,2003|Anual,2004|Enero,2004|Febrero,2004|Marzo,2004|Abril,2004|Mayo,2004|Junio,2004|Julio,2004|Agosto,2004|Septiembre,2004|Octubre,2004|Noviembre,2004|Diciembre,2004|Anual,2005|Enero,2005|Febrero,2005|Marzo,2005|Abril,2005|Mayo,2005|Junio,2005|Julio,2005|Agosto,2005|Septiembre,2005|Octubre,2005|Noviembre,2005|Diciembre,2005|Anual,2006|Enero,2006|Febrero,2006|Marzo,2006|Abril,2006|Mayo,2006|Junio,2006|Julio,2006|Agosto,2006|Septiembre,2006|Octubre,2006|Noviembre,2006|Diciembre,2006|Anual,2007|Enero,2007|Febrero,2007|Marzo,2007|Abril,2007|Mayo,2007|Junio,2007|Julio,2007|Agosto,2007|Septiembre,2007|Octubre,2007|Noviembre,2007|Diciembre,2007|Anual,2008|Enero,2008|Febrero,2008|Marzo,2008|Abril,2008|Mayo,2008|Junio,2008|Julio,2008|Agosto,2008|Septiembre,2008|Octubre,2008|Noviembre,2008|Diciembre,2008|Anual,2009|Enero,2009|Febrero,2009|Marzo,2009|Abril,2009|Mayo,2009|Junio,2009|Julio,2009|Agosto,2009|Septiembre,2009|Octubre,2009|Noviembre,2009|Diciembre,2009|Anual,2010|Enero,2010|Febrero,2010|Marzo,2010|Abril,2010|Mayo,2010|Junio,2010|Julio,2010|Agosto,2010|Septiembre,2010|Octubre,2010|Noviembre,2010|Diciembre,2010|Anual,2011|Enero,2011|Febrero,2011|Marzo,2011|Abril,2011|Mayo,2011|Junio,2011|Julio,2011|Agosto,2011|Septiembre,2011|Octubre,2011|Noviembre,2011|Diciembre,2011|Anual,2012|Enero,2012|Febrero,2012|Marzo,2012|Abril,2012|Mayo,2012|Junio,2012|Julio,2012|Agosto,2012|Septiembre,2012|Octubre,2012|Noviembre,2012|Diciembre,2012|Anual,2013|Enero,2013|Febrero,2013|Marzo,2013|Abril,2013|Mayo,2013|Junio,2013|Julio,2013|Agosto,2013|Septiembre,2013|Octubre,2013|Noviembre,2013|Diciembre,2013|Anual,2014|Enero,2014|Febrero,2014|Marzo,2014|Abril,2014|Mayo,2014|Junio,2014|Julio,2014|Agosto,2014|Septiembre,2014|Octubre,2014|Noviembre,2014|Diciembre,2014|Anual,2015|Enero,2015|Febrero,2015|Marzo,2015|Abril,2015|Mayo,2015|Junio,2015|Julio,2015|Agosto,2015|Septiembre,2015|Octubre,2015|Noviembre,2015|Diciembre,2015|Anual,2016|Enero,2016|Febrero,2016|Marzo,2016|Abril,2016|Mayo,2016|Junio,2016|Julio,2016|Agosto,2016|Septiembre,2016|Octubre,2016|Noviembre,2016|Diciembre,2016|Anual,2017|Enero,2017|Febrero,2017|Marzo,2017|Abril,2017|Mayo,2017|Junio,2017|Julio,2017|Agosto,2017|Septiembre,2017|Octubre,2017|Noviembre,2017|Diciembre,2017|Anual,2018|Enero,2018|Febrero,2018|Marzo,2018|Abril,2018|Mayo,2018|Junio,2018|Julio,2018|Agosto,2018|Septiembre,2018|Octubre,2018|Noviembre,2018|Diciembre,2018|Anual,2019|Enero,2019|Febrero,2019|Marzo,2019|Abril,2019|Mayo,2019|Junio,2019|Julio,2019|Agosto,2019|Septiembre,2019|Octubre,2019|Noviembre,2019|Diciembre,2019|Anual,2020|Enero,2020|Febrero,2020|Marzo,2020|Abril,2020|Mayo,2020|Junio,2020|Julio,2020|Agosto,2020|Septiembre,2020|Octubre,2020|Noviembre,2020|Diciembre,2020|Anual,2021|Enero<P>,2021|Febrero<P>,2021|Marzo<P>,2021|Abril<P>,2021|Mayo<P>,2021|Junio<P>,2021|Julio<P>,2021|Agosto<P>,2021|Septiembre<P>,2021|Octubre<P>,2021|Noviembre<P>,2021|Diciembre<P>,2021|Anual<P>,2022|Enero<P>,2022|Febrero<P>,2022|Marzo<P>,2022|Abril<P>,2022|Mayo<P>,2022|Junio<P>,2022|Julio<P>,2022|Agosto<P>,2022|Septiembre<P>,2022|Octubre<P>,2022|Noviembre<P>,2022|Diciembre<P>,2022|Anual<P>,2023|Enero<P>,2023|Febrero<P>,2023|Marzo<P>,2023|Abril<R>,2023|Mayo<P>,2023|Junio,2023|Julio,2023|Agosto,2023|Septiembre,2023|Octubre,2023|Noviembre,2023|Diciembre,2023|Anual
Total,55.46021750783757,54.60216795923329,59.4168513576126,57.18906208249979,58.44967760534337,58.68150321187665,58.1260020867305,57.03791369245096,57.05063570060764,58.57697246201122,59.03326235735374,64.38067357607288,58.16707829996916,57.67611491699277,56.556729154461415,60.18105492617949,60.56879006222717,61.26456480272757,62.202274712770155,61.41468688616324,62.2093943865659,61.080289823442214,63.09474825225978,64.54281949883364,65.79019540930696,61.38180523599419,58.7086753871547,56.179842920128834,59.476662385904746,56.4143607188613,58.01591440633048,58.55210232839364,57.47565941762724,58.61999470094903,57.00336070054324,58.80128488470503,59.63332899921887,62.35290677087528,58.43617446839103,59.27535643923337,57.36607005075223,60.445373574721096,58.636625545716946,60.7491409717587,59.75924295030131,61.42691109757108,60.92239600696837,59.515552604972214,63.73533458854676,63.91722962298063,66.333848744418,61.00692351649505,62.26678891312309,60.68067259560728,62.1920947164338,65.42683253579185,65.47335417186167,65.5174804074798,66.38395687444425,65.34076830731608,64.87718171289745,69.14613060266893,68.13687763087604,71.27241405535885,65.55954604365492,66.35409668907461,64.90104892385212,70.5081946241399,67.97805074727923,70.30753836246801,69.99266295343092,71.0141993350366,69.19544481589656,69.12374181549895,71.90142843189716,70.87012076065994,74.10935951324733,69.68799058104011,69.36341012165647,67.56760366535552,73.51133206627499,71.25394152972825,72.8664545640668,72.89804852943246,74.13227249838324,72.63479695040665,72.50589454051483,74.70974703752698,74.6932988347577,78.48244073807552,72.88493675634827,73.28788641489453,72.52687917306827,77.74384096521884,74.25048036109622,78.99564084652525,78.54106009496206,78.68465890119357,78.44328590717197,77.55464134643034,81.49838848313121,81.09307830532883,82.05582016462665,77.88963841363731,77.68269141951146,74.3470614595176,80.83888992325578,76.94819767431346,80.97272656975058,80.74361014731424,79.87050940368896,80.37897406822219,77.96294116927287,82.60244266214914,81.6495304928096,82.87392581690384,79.73929173389247,78.43546739205394,74.83998164732455,79.29879821958576,82.74053837286576,82.84944194988198,80.58885265411726,82.70653220685229,81.47606451028878,79.27555783253652,84.40594029021945,82.03440464256522,83.77886521419317,81.03587041104038,80.96126249478934,77.48497071231303,82.10213846679247,81.66451245869685,83.33754536970834,82.17667922727581,83.98024785592246,81.78246427695517,82.17860577690244,85.73121817960458,84.2298738504907,89.02235989919197,82.88765654738694,81.8457832907827,80.18975513445977,87.4928480280362,84.61870620311326,86.65164606111276,87.5956324916211,87.8771346107085,87.17811548182601,86.4694037756546,87.99269933466667,91.0334366699336,92.99682954310954,86.82849921875206,86.0032136962955,83.40944663939125,87.27521491780008,89.35215218335647,90.30008724442466,89.1111464826094,88.69353908135096,90.47828751687764,89.40099857543481,90.2287841335977,92.05203864198681,93.31213996331023,89.13475408970297,89.34082657153142,86.48888446510523,92.20273627344831,89.74626327937905,95.29952241623269,93.87466164189085,91.97901878009299,94.17510162999643,92.17405034021364,94.90540497704745,96.19583538304872,95.8633092899206,92.68713458732559,92.64238026449311,88.83982498543625,95.3111427216152,92.61564086837733,97.74103645126947,96.16889534665697,94.73693961696532,97.24596310564431,93.06888136828773,98.8023407918297,97.36373012489985,95.81968839318056,95.02970533655464,95.39324469614432,92.75872351074793,93.08760476471289,97.14528291079814,99.00644052758003,97.15521913266618,98.33668446573354,95.85561709651849,94.41999535799253,96.63606139673394,93.93562678153667,95.35418233927881,95.75705691503696,87.46337942805428,84.26848299822574,89.52677573817519,87.3838077466736,86.7673506814415,89.03210288778047,90.95027806805912,90.64069466415694,89.52056062047656,93.31841049905253,93.47867269739491,97.8187203128549,90.01410302852881,89.15772507815097,86.69633894000242,92.89252907700755,90.85883364828996,93.13852350167163,93.3870832043536,93.27574797118639,93.5179911703795,92.79512013557441,94.78211750601974,97.59211635273189,99.2402700038332,93.11119971576677,91.65127312328956,88.67648392623964,96.00787562187287,92.7924704214652,96.19487200825834,95.9207399373107,96.09523105596946,98.52792588639929,96.42168931718446,98.69847201669317,100.33199676885427,101.48146875480518,96.0667082365285,98.53052687075088,93.49296075721801,97.9098952234469,94.63169153997015,98.66631840654073,97.60853498144131,98.52639411051743,100.07573250698798,95.83109628946247,102.41269768096555,103.30223383107611,99.18291644253317,98.34758322007589,101.2995500266351,93.72485906100064,96.28267907374813,99.42998124239776,101.10476249289077,97.51273554096807,101.59388352112961,101.2281932806622,96.93045474621633,104.58535748278987,103.31265547474983,102.99488805681163,100,102.95554113663748,95.05445955662061,99.47309872543644,100.1374766029894,103.030289104421,101.34669263400416,104.21733543541663,102.51098951906505,100.63082021619432,107.61940680778001,105.22778118687437,106.0427383090897,102.35388576954409,106.1298318086729,97.60510635575378,103.08617517597065,101.88501098327596,103.70458836294627,105.10767085608424,106.37401881156654,106.46973353779387,104.8402292649136,111.76368912813734,109.38849478750605,110.87508303514288,105.60246934231365,109.92221377988814,103.9161130063077,106.47929530809836,106.84032793091677,108.17809707654564,109.72406733777433,109.537802204806,112.24932869990644,108.83399721806116,113.44175270675092,114.66135189775355,116.550494257791,110.02790345205,115.77433092905416,106.35001835329881,112.09347768055756,108.20648973761217,113.72233287337241,114.04612949884346,113.06195171639328,115.9030054816792,111.42906869234443,116.79657354500961,117.5995131835557,117.1529264502033,113.51131817849367,119.08434558138762,108.73891314936628,113.38789756743873,113.80245937587601,117.65613039669584,116.25351411248148,117.43872235741024,119.35385193120862,113.4926676260085,119.91027312807189,120.12399711069162,117.38808637114325,116.38590489231501,121.57585222048759,110.40835124046706,113.56288982480756,113.50769799709013,117.83171905180913,116.09550021427984,119.52524003819507,118.64985316524874,114.8860520804793,121.56261316679272,120.4455997721066,118.32536215682062,117.19806091071534,122.3755164697069,111.40991550194681,110.35651509972307,87.30046962759081,87.31431783648148,94.58074386863585,101.4194058652481,102.0014214496818,104.25546159321803,109.91160773293525,110.70591759920114,111.82491137612097,104.45468366837419,112.0747998590658,102.9078461975448,111.18034192310171,110.95665935008275,113.39180615725574,113.03291463508234,113.62206044300389,112.59226222712509,112.66169846170047,115.67167216036918,117.79365987458696,120.35594747092637,113.02013906332043,119.65302064642258,112.81634030116273,121.17370561896266,118.95860570704242,122.17683661918768,120.59826485622172,119.35487840484265,121.62790434333559,119.5540542087541,121.9679219426327,122.34848300737133,124.26053818229923,120.37421281985294,128.37647452548316,116.80723304995485,125.19757578116848,121.79489241356252,126.99799158063674,,,,,,,,
Nacional,59.22689868900354,58.1442112414573,62.87704998029021,60.73521677922146,62.395306420306895,62.172642895621365,61.679969000675946,60.53971560974086,60.530162928386275,61.91289209480888,62.15206962210672,68.10939648194115,61.70629431196338,61.28067186515834,59.71592781333438,63.48460278082787,64.02508858989788,64.58808919045524,65.57219683986561,65.07947203243468,65.3898681785478,64.16274349998098,65.86751280687882,66.9903638460299,68.97285711034179,64.59411621281276,63.24197995579905,60.56400362924842,64.14852683752919,60.98411384019815,62.64083487224759,63.26203997562396,62.25946575619336,63.00523676364783,61.598428664156344,63.35245506955178,64.26042961996448,67.2981824895939,63.051308122812834,63.92011826363089,61.80273393269011,65.15710955153195,63.37402632850239,65.61019924573505,64.68421469206545,66.34043043308345,65.58181930352866,63.813012382748035,67.76585741652723,67.99362227502044,70.34500517582998,65.53234575007446,67.07388814447206,65.10140782148979,66.7695119032618,69.90099345984456,70.21936373051825,69.6818951596517,70.77677178450213,69.64764164143175,69.02121674099988,73.05624473426265,71.98523568511452,74.6939598848001,69.82734422419577,70.55016727126738,68.94111247801995,74.27957327315553,72.05942575916525,74.50975655559638,74.22658966973465,75.35973055539051,73.76060527473783,73.03251369406894,75.98092594595023,75.11425884993176,78.52132422892936,73.86133196299564,73.64001214668308,71.31756005312234,76.93277817435268,75.13800040208152,77.21387913526547,77.0368425627311,78.82305963901277,77.20636563086613,76.64850873536105,78.95123030202647,78.66726297562194,82.66647376274389,77.02016445998903,77.97390395272681,76.317244355896,81.57017620798882,78.04927025423132,82.60981055719667,81.8011019785638,82.45513760898457,81.9649728553072,80.46836745572622,83.99769019875251,82.5229551830643,84.48892734471139,81.18496316276247,80.86920222026134,77.1096681518693,83.30681990207403,80.10162580162175,83.9950386729886,83.7856607352525,83.30242116918781,83.18279403294454,80.79836619933477,84.51015112337994,83.4813881049446,85.23983947108779,82.47358129874557,81.69362948469897,77.73764489968914,82.09888077086075,84.75564647027286,85.34677162737847,83.49997041744109,85.68080035319053,84.06306019897208,81.78876980557787,85.91793397807702,83.89342575456111,86.10770756204624,83.54868677689717,83.04793220165439,79.93300351333575,84.4123874852423,83.64120278486064,86.19352453811226,85.11047507880221,86.66493570115118,84.2898170217009,84.13882834086152,87.02280023475602,86.13422579063578,90.7044933929737,85.1078021736739,85.4219373725228,82.86325885294326,89.29984370498504,86.88272821835444,89.1791186171985,89.94183507682696,90.6386882151592,88.94422901406593,87.92691033654883,89.21583650122007,91.53913436917261,93.86762644921521,88.81009556068442,88.70271348777469,85.34926342973549,88.87059552082071,90.94629563424594,92.39222823523076,90.73405523432044,90.77415881847651,91.79898435397025,90.35806442804287,90.91761365112714,92.25866698271791,93.6161386938019,90.55989820585538,91.0395152292639,87.84174218851595,93.09467217125335,91.73760842162622,96.57924196389473,95.45879217754671,94.05481288122829,94.60269961547162,92.44896805741993,94.26636939780282,95.14859726065747,96.36997076917146,93.55358251115436,94.11002996639935,90.19805828184435,96.07833892482319,94.00359714200272,99.14097274301137,97.47937226061393,96.6276925371264,97.49771949786144,93.5910000940077,98.43770083366415,96.83550658894708,96.06399809141077,95.8386655801427,96.25223500622707,93.48243465794934,94.39853231719391,98.3302037243322,100.73690190951,98.77247944857614,99.2769504230449,96.76842482686205,94.56498490973148,96.50284304361577,95.2802281412632,96.48772269917237,96.73782842562322,90.23614490034313,86.67918539895436,91.8075190736819,89.88892700312562,89.64801038884278,91.3721037318728,93.36793454235604,92.46801237314506,90.90814685620866,94.56296899939967,94.53987219113135,98.97490058191848,92.037810503415,90.98271169645027,88.26558512043883,93.97256432042587,92.83801494036545,95.04172322565616,95.3928660884703,95.25666988516812,94.5602592813674,93.68242097076156,95.15459260125449,97.86850125051629,100.81715945249252,94.48608906944726,93.59888586844548,90.28424258814586,97.27348867645102,94.67542837978853,97.77183618859355,97.68129260957245,98.06108853672724,98.93327742686866,96.77799433936237,99.21664916766368,100.75576674413311,102.63388201861596,97.30531937869732,100.085263076119,94.82464723081462,99.22430362894144,95.90361513502603,100.06195222318411,99.62783925610806,99.88866846920521,100.28714479118499,96.36767363698262,101.57734621876466,102.71622683149737,100.1791302835125,99.22865089844504,102.13471470262301,94.3951869279028,97.20670713214761,98.92551627233533,101.33187038736156,98.58590309018504,101.5388144542977,100.93226575824809,96.06654771444101,102.6480365735062,102.96092432897478,103.27351265797702,100,103.94538019782719,95.70889432530431,99.98480442649922,100.11185749548972,103.19797812982617,102.04008161827906,104.12448347492824,102.1170520799278,99.53021614527235,105.51482996924888,104.75026148106075,105.8202084776437,102.2371706517756,107.30484448789248,98.37844151661118,103.10411313352049,101.87669332223086,103.61488469917603,104.23680904061715,105.83426304365614,105.43933804935273,103.0652016870931,109.19347274773001,107.8532475766885,110.31315902975167,105.01787236119335,111.3639870853877,104.03976994437454,106.35772082587793,106.85244495301451,108.45222169390496,110.09905100448954,110.22721600128821,111.33859578944983,107.52137610558212,112.6022898651637,114.2779010279026,117.31830955823295,110.03757365455576,117.4944732329214,106.80668907972559,111.39025777236562,108.84600324982871,112.96946326248143,113.50967424498228,113.23329471896658,114.58314443401399,109.96498159066167,114.92061723269502,116.78261662130724,117.0649204814241,113.13051132678112,119.66686260887664,109.20715107907996,113.22571308178695,113.48217205325162,117.36758205958931,116.47971121649778,117.59418676294315,117.75113905285428,112.22863387076352,117.33074820516461,118.97148236334345,117.79036353390251,115.92464549067114,121.64294841913377,110.52309262759013,113.74671735786666,112.97650343532281,117.51369480139431,116.95794890708785,118.66317423957074,117.45256023155643,112.47230580793904,117.92841505713005,119.26025896093097,117.7683916907893,116.40883429469268,122.10190792821136,111.44451530197763,110.79247763187274,87.86628899810029,88.63204779540513,95.3176204083776,101.3037291933854,101.21520264160637,102.7579296072984,108.34145357967483,108.77765959932395,109.89313757570447,104.03699752174482,111.35600021866333,101.88513126410292,108.48350251315051,110.17841621043785,111.98512393316466,111.2613888972514,111.44977840650232,110.04267418716178,109.5285370254913,112.26300765099377,114.40982657361549,117.65511485448468,110.874875144585,118.6606291442682,110.34762635690107,117.62187737593325,116.78682116603241,119.42901101934618,117.18580398656182,115.97007364585494,116.94082323101425,114.34071384859938,117.33057258390475,118.38528553196221,121.73579255360816,117.06125253699888,124.69948850300713,113.92807629415157,120.35636858574446,118.7583308110034,121.27624248595568,,,,,,,,
Nacional|Bienes,59.04309384272807,58.15774512037293,66.22389673677827,59.54618431265904,62.40834434452278,62.68959912107175,61.1979711392591,60.42215996010991,61.54825915403358,64.9013758685722,64.75813810598966,74.00638073518373,62.908595703440085,60.17180693279016,58.63550870531324,64.86694311230174,63.37162523046105,63.915989746463,66.60226441746381,64.36676095497383,66.3792914111316,65.3548256843522,69.12430279157535,70.40846514014069,71.61971316127274,65.40145810735328,63.19399408541735,59.86919328111845,66.17516795984247,59.55437736204109,62.66554120062627,64.72853237804503,61.70248723071856,64.72038011659194,63.30096270412526,66.60872055878296,67.70216227422185,71.52226537178105,64.31198204360935,65.49209251349238,63.05925329626272,68.90775258190058,63.81555682849071,68.0520285650701,67.02666675197847,69.13999078165543,68.84562827551972,67.09815941843995,74.05310525469197,73.70264495941372,76.30064578090277,68.79112708398488,69.74214200984599,67.27558531417841,69.90038940021834,73.5885201408717,73.99252562133934,74.09757733722067,74.97505792879477,73.77024306590533,74.74981006338597,81.88571522688787,79.14744635132105,82.45332112703306,74.63152779891686,73.93938703267871,72.5347900160893,81.83758430792717,75.76357552124816,80.11785093377217,80.88064079300807,81.43191433207858,79.3623626393901,80.28324748512694,86.32790783288273,83.81277636360267,88.34035288688193,80.3860325120572,78.59334888889462,75.41573004399953,85.19897363703693,79.94755750548589,83.61949830828574,84.30737232684146,85.59501786578171,83.68517245847133,84.97348496702432,89.32945066496796,88.00618273138785,94.14318351681932,84.4012477429164,84.5386171075033,82.31915091807022,91.48065126631555,82.76203342637166,91.23827581631122,90.97371712415155,90.22362818079127,90.54362312219207,89.87926186451662,96.91777875867272,93.18791670105938,95.11768158519925,89.93186132259625,87.16377510989895,81.4264839860172,91.94162781925182,84.01969198906151,91.47265572935217,92.3608207844503,89.69043450019525,90.83588160476069,89.39461506306128,96.93063012568923,94.27338248528386,95.37101498154101,90.40675118154695,88.64770427131708,83.07280926157068,89.89523760225481,92.80219051461523,93.74139364826691,91.66245701760396,94.63099117357353,92.45634850717643,90.8718877511842,98.64375238056482,94.07268206156324,95.7994314229228,92.19140713438449,89.74327619243965,85.38261719936415,92.73996908341842,88.8932869628648,93.53886426592415,93.1942986539008,94.5412591706395,91.11195483279191,93.46333962018363,98.58285431445663,95.5356410999237,101.04601785754276,93.14778160445417,91.03364901798938,87.55377826123537,98.71698163528214,91.57995412884149,96.12386507790731,99.06803518872198,98.37828902060369,96.10981327156168,97.03927420180004,99.63129728987462,103.014757286983,104.50590294624405,96.89629977725373,94.93076093519628,90.32403651604515,95.58185224124665,97.89831650060492,100.76598506664465,99.38839265742128,98.33193755699773,100.94394110602207,101.04799743780713,102.50956337284576,104.29077273110232,103.21846638453293,99.10266854220556,98.20053819268634,93.622387513704,101.60575419793756,96.15758129033266,105.31043465142493,105.1145548871796,101.03398407605788,102.40441320292113,101.45713362251104,105.27015281868198,106.06249508193073,105.3116144180962,101.79592032945534,100.20993146350663,95.05492814249175,104.34412161933628,97.99727588763754,108.11428481333036,106.83417985115827,103.56080907856773,105.82417919365004,101.65490424271782,110.58054251865698,106.29072753480166,101.52973215419227,103.49963470833727,102.91018850048341,98.87793419764706,98.67301375357836,105.54323197973984,108.63016399963985,106.45158102610705,107.52853826020086,103.64522818462618,102.91087197249576,107.34119012106306,104.0862310553528,102.72973104151824,104.11065867437104,91.61246940357739,86.91331982006952,94.76345515471046,91.39010892882199,93.30593401203882,94.84108860399101,95.85253172241234,94.40748540702076,94.97800540394492,101.80323925699146,101.2195955881171,106.75770602406057,95.653744943813,92.39965269323048,89.61051579481348,97.36188973457128,94.79446188774706,98.98082228207501,100.46207679063819,98.39729918998714,98.20625693602125,99.39259870972134,101.25029397289993,105.44018965791273,108.36925164215604,98.72210910764782,95.64554435918244,91.75820798442416,102.31629824575828,96.44917835462113,102.41406074627395,102.84702123768865,100.84678839181073,103.15355122569127,101.34260795682609,105.02365956740891,108.10277765238759,106.73234640605358,101.38600351067721,103.79430416744131,95.88843865852247,101.71524624171282,95.4593545942685,103.05934380955082,102.52957277494875,100.33067347170233,101.58450779252802,97.13997240442824,106.16664443225214,107.00511535158861,99.55021492696588,101.18528238549248,104.92151419664913,92.84054534588999,94.51440300763558,99.07181882166654,101.87703763404892,98.05748563464823,100.78538937306874,100.23079087334406,94.05935847808684,105.98176624765637,105.35941318882189,102.3004771984838,100,106.53684313980283,93.228517369439,97.14317646887733,98.57659141470535,104.59056427507818,102.41413691363597,103.87652055627552,101.02443651643738,99.04693483739835,108.93323345580268,106.37553106843546,104.9513429246015,102.22481907837413,109.5022142173313,94.45949873862817,98.9402654130667,97.89392424756986,100.68121086133918,101.14968598049596,101.6920859955649,101.39525558602449,100.11640586440103,109.84198917076466,105.88586238632118,106.78709787390233,102.36212469461748,111.3350043800196,98.70715523449182,100.07277572443778,102.41226672815785,104.25100867067746,107.12461547195909,104.77684449992346,107.83958287874553,104.67409185752845,112.69715868833703,114.91720641554161,115.87142512881398,107.05659463988614,118.67549164012952,101.57769435953232,106.75363692496005,102.50452247352781,109.7411780350204,111.17746263434543,108.01578199152213,111.49066971782702,107.96378383529111,115.69209210575515,117.18355287438268,113.95337803358045,110.39410371882283,120.5298786202911,103.78562305622046,108.09555885961592,108.3739975776203,114.30397355490787,113.92090981304463,111.96025666888222,113.0667311297842,108.16201541642705,115.63589669574073,117.10667076392241,111.7725122128072,112.2261686974387,121.19735164089647,104.25867336602185,106.86005387937078,106.10445463102604,112.97035522283467,112.68462143845048,113.06422267833345,111.62827217858413,106.81145104191525,115.68337820878341,116.14837178318407,110.8586085005446,111.52248454749545,120.90016278663302,103.29693567538514,106.33874916038017,82.95374890099507,84.13319919881613,96.43542868331122,103.12427842516958,101.28160060358631,103.38681763744285,113.2518228577029,112.49323689710131,110.85290857065111,103.20407411643124,116.66079409494763,101.91302545138063,107.51781043288607,109.45112214435765,109.9206040823833,109.09793415658314,108.17921247509443,106.91495497936138,107.16675654817706,112.64687711461751,116.34346714474904,115.53242324540192,110.11208182249497,120.16256006623681,106.20749676809378,113.10456709043622,109.8897071241613,114.18525205747802,112.82685752406239,110.07802446867694,110.87576243310997,109.17181691164464,114.26803644396185,116.92990768227037,115.72213432462588,112.78517690789651,124.14917698198332,106.38950692034595,112.55756245788614,107.1890419575019,113.17197120706817,,,,,,,,
